master_id,type_abbr,name_ja,name_en,name_tw
1897,CA,重巡ネ級改,Heavy Cruiser Ne-Class Kai III,
1898,FBB,バタビア沖棲姫,Batavia Princess,
1899,FBB,バタビア沖棲姫,Batavia Princess II,
1900,FBB,バタビア沖棲姫,Batavia Princess III,
1901,FBB,バタビア沖棲姫-壊,Batavia Princess Damaged,
1902,FBB,バタビア沖棲姫-壊,Batavia Princess Damaged II,
1903,FBB,バタビア沖棲姫-壊,Batavia Princess Damaged III,
1904,CL,軽巡ヘ級改,Light Cruiser He-Class Kai Flagship,
1905,CL,軽巡ヘ級改,Light Cruiser He-Class Kai Flagship II,
1906,CV,空母棲姫改,Aircraft Carrier Princess Kai,空母棲姫改
1907,CV,空母棲姫改,Aircraft Carrier Princess Kai II,空母棲姫改
1908,CV,空母棲姫改,Aircraft Carrier Princess Kai III,空母棲姫改
1909,CL,防空巡棲姫,Anti-Air Cruiser Princess,防空巡棲姫
1910,CL,防空巡棲姫,Anti-Air Cruiser Princess II,防空巡棲姫
1911,CL,防空巡棲姫,Anti-Air Cruiser Princess III,防空巡棲姫
1912,CL,防空巡棲姫-壊,Anti-Air Cruiser Princess Damaged,防空巡棲姫-壞
1913,CL,防空巡棲姫-壊,Anti-Air Cruiser Princess Damaged II,防空巡棲姫-壞
1914,CL,防空巡棲姫-壊,Anti-Air Cruiser Princess Damaged III,防空巡棲姫-壞
1915,SS,潜水棲姫改,Submarine Princess Kai Flagship,潛水棲姫改
1916,SS,潜水棲姫改,Submarine Princess Kai Flagship II,潛水棲姫改
1917,SS,潜水棲姫改,Submarine Princess Kai Flagship III,潛水棲姫改
1918,SS,潜水棲姫改-壊,Submarine Princess Kai Flagship Damaged,潛水棲姫改-壞
1919,SS,潜水棲姫改-壊,Submarine Princess Kai Flagship Damaged II,潛水棲姫改-壞
1920,SS,潜水棲姫改-壊,Submarine Princess Kai Flagship Damaged III,潛水棲姫改-壞
1921,BBV,集積地棲姫II,Supply Depot Princess B,集積地棲姫II
1922,BBV,集積地棲姫II,Supply Depot Princess B II,集積地棲姫II
1923,BBV,集積地棲姫II,Supply Depot Princess B III,集積地棲姫II
1924,BBV,集積地棲姫II-壊,Supply Depot Princess B Damaged,集積地棲姫II-壞
1925,BBV,集積地棲姫II-壊,Supply Depot Princess B Damaged II,集積地棲姫II-壞
1926,BBV,集積地棲姫II-壊,Supply Depot Princess B Damaged III,集積地棲姫II-壞
1927,DD,深海千島棲姫,Abyssal Kuriles Princess,深海千島棲姫
1928,DD,深海千島棲姫,Abyssal Kuriles Princess II,深海千島棲姫
1929,DD,深海千島棲姫,Abyssal Kuriles Princess III,深海千島棲姫
1930,DD,深海千島棲姫-壊,Abyssal Kuriles Princess Damaged,深海千島棲姫-壞
1931,DD,深海千島棲姫-壊,Abyssal Kuriles Princess Damaged II,深海千島棲姫-壞
1932,DD,深海千島棲姫-壊,Abyssal Kuriles Princess Damaged III,深海千島棲姫-壞
1933,BBV,集積地棲姫II 夏季上陸mode,Supply Depot Princess B Summer Landing Mode,集積地棲姫II 夏季上陸mode
1934,BBV,集積地棲姫II 夏季上陸mode,Supply Depot Princess B Summer Landing Mode II,集積地棲姫II 夏季上陸mode
1935,BBV,集積地棲姫II 夏季上陸mode,Supply Depot Princess B Summer Landing Mode III,集積地棲姫II 夏季上陸mode
1936,BB,集積地棲姫II 夏季上陸mode-壊,Supply Depot Princess B Summer Landing Mode Damaged,集積地棲姫II 夏季上陸mode-壞
1937,BB,集積地棲姫II 夏季上陸mode-壊,Supply Depot Princess B Summer Landing Mode Damaged II,集積地棲姫II 夏季上陸mode-壞
1938,BB,集積地棲姫II 夏季上陸mode-壊,Supply Depot Princess B Summer Landing Mode Damaged III,集積地棲姫II 夏季上陸mode-壞
1939,SS,五島沖海底姫,Gotou Islands Seabed Princess,五島沖海底姫
1940,SS,五島沖海底姫,Gotou Islands Seabed Princess II,五島沖海底姫
1941,SS,五島沖海底姫,Gotou Islands Seabed Princess III,五島沖海底姫
1942,SS,五島沖海底姫-壊,Gotou Islands Seabed Princess Damaged,五島沖海底姫-壞
1943,SS,五島沖海底姫-壊,Gotou Islands Seabed Princess Damaged II,五島沖海底姫-壞
1944,SS,五島沖海底姫-壊,Gotou Islands Seabed Princess Damaged III,五島沖海底姫-壞
1945,DD,駆逐林棲姫,Destroyer Forest Princess,驅逐林棲姫
1946,DD,駆逐林棲姫,Destroyer Forest Princess II,驅逐林棲姫
1947,DD,駆逐林棲姫,Destroyer Forest Princess III,驅逐林棲姫
1948,DD,駆逐林棲姫-壊,Destroyer Forest Princess Damaged,驅逐林棲姫-壞
1949,DD,駆逐林棲姫-壊,Destroyer Forest Princess Damaged II,驅逐林棲姫-壞
1950,DD,駆逐林棲姫-壊,Destroyer Forest Princess Damaged III,驅逐林棲姫-壞
1951,DD,駆逐ナ級後期型II,Destroyer Na-Class Late Model II Elite,
1952,DD,駆逐ナ級後期型II,Destroyer Na-Class Late Model II Flagship,
1953,CA,重巡ネ級改 夏mode,Heavy Cruiser Ne-Class Kai Summer Mode,
1954,CA,重巡ネ級改 夏mode,Heavy Cruiser Ne-Class Kai Summer Mode II,
1955,CA,重巡ネ級改 夏mode,Heavy Cruiser Ne-Class Kai Summer Mode III,
1956,CA,重巡ネ級改II 夏mode,Heavy Cruiser Ne-Class Kai B Summer Mode,
1957,CL,軽巡棲姫II,Light Cruiser Princess B,輕巡棲姫II
1958,CL,軽巡棲姫II,Light Cruiser Princess B II,輕巡棲姫II
1959,CL,軽巡棲姫II,Light Cruiser Princess B III,輕巡棲姫II
1960,CL,軽巡棲姫II,Light Cruiser Princess B IV,輕巡棲姫II
1961,CV,空母夏姫,Aircraft Carrier Summer Princess II,空母夏姫
1962,CV,空母夏姫,Aircraft Carrier Summer Princess III,空母夏姫
1963,CV,空母夏姫,Aircraft Carrier Summer Princess IV,空母夏姫
1964,CV,空母夏姫II,Aircraft Carrier Summer Princess B,空母夏姫II
1965,FBB,南方戦艦新棲姫,New Southern Battleship Princess,南方戰艦新棲姫
1966,FBB,南方戦艦新棲姫,New Southern Battleship Princess II,南方戰艦新棲姫
1967,FBB,南方戦艦新棲姫,New Southern Battleship Princess III,南方戰艦新棲姫
1968,FBB,南方戦艦新棲姫-壊,New Southern Battleship Princess Damaged,南方戰艦新棲姫-壞
1969,FBB,南方戦艦新棲姫-壊,New Southern Battleship Princess Damaged II,南方戰艦新棲姫-壞
1970,FBB,南方戦艦新棲姫-壊,New Southern Battleship Princess Damaged III,南方戰艦新棲姫-壞
1971,CV,南太平洋空母棲姫,South Pacific Aircraft Carrier Princess,南太平洋空母棲姫
1972,CV,南太平洋空母棲姫,South Pacific Aircraft Carrier Princess II,南太平洋空母棲姫
1973,CV,南太平洋空母棲姫,South Pacific Aircraft Carrier Princess III,南太平洋空母棲姫
1974,CV,南太平洋空母棲姫-壊,South Pacific Aircraft Carrier Princess Damaged,南太平洋空母棲姫-壞
1975,CV,南太平洋空母棲姫-壊,South Pacific Aircraft Carrier Princess Damaged II,南太平洋空母棲姫-壞
1976,CV,南太平洋空母棲姫-壊,South Pacific Aircraft Carrier Princess Damaged III,南太平洋空母棲姫-壞
1977,SS,潜水夏姫II,Submarine Summer Princess B Flagship,潛水夏姫II
1978,SS,潜水夏姫II,Submarine Summer Princess B Flagship II,潛水夏姫II
1979,FBB,戦艦新棲姫,New Battleship Princess,戰艦新棲姫
1980,FBB,戦艦新棲姫,New Battleship Princess II,戰艦新棲姫
1981,FBB,戦艦新棲姫,New Battleship Princess III,戰艦新棲姫
1982,FBB,戦艦新棲姫-壊,New Battleship Princess Damaged,戰艦新棲姫-壞
1983,FBB,戦艦新棲姫-壊,New Battleship Princess Damaged II,戰艦新棲姫-壞
1984,FBB,戦艦新棲姫-壊,New Battleship Princess Damaged III,戰艦新棲姫-壞
1985,SS,潜水棲姫改II,Submarine Princess Kai B Flagship,潛水棲姫改II
1986,SS,潜水棲姫改II,Submarine Princess Kai B Flagship II,潛水棲姫改II
1987,SS,潜水棲姫改II,Submarine Princess Kai B Flagship III,潛水棲姫改II
1988,DD,深海竹棲姫,Abyssal Bamboo Princess,深海竹棲姫
1989,DD,深海竹棲姫,Abyssal Bamboo Princess II,深海竹棲姫
1990,DD,深海竹棲姫,Abyssal Bamboo Princess III,深海竹棲姫
1991,DD,深海竹棲姫-壊,Abyssal Bamboo Princess Damaged,深海竹棲姫-壞
1992,DD,深海竹棲姫-壊,Abyssal Bamboo Princess Damaged II,深海竹棲姫-壞
1993,DD,深海竹棲姫-壊,Abyssal Bamboo Princess Damaged III,深海竹棲姫-壞
1994,BBV,集積地棲姫II,Supply Depot Princess B IV,集積地棲姫II
1995,BBV,集積地棲姫II-壊,Supply Depot Princess B Damaged IV,集積地棲姫II-壞
1996,SS,潜水棲姫改II,Submarine Princess Kai B Flagship IV,潛水棲姫改II
1997,CV,空母棲姫改,Aircraft Carrier Princess Kai IV,空母棲姫改
1998,CL,軽巡ト級,Light Cruiser To-Class Flagship,
1999,CA,重巡リ級II,Heavy Cruiser Ri-Class B Flagship,
2000,FBB,ルンガ沖重巡棲姫,Lunga Point Heavy Cruiser Princess,
2001,FBB,ルンガ沖重巡棲姫,Lunga Point Heavy Cruiser Princess II,
2002,FBB,ルンガ沖重巡棲姫,Lunga Point Heavy Cruiser Princess III,
2003,FBB,ルンガ沖重巡棲姫-壊,Lunga Point Heavy Cruiser Princess Damaged,
2004,FBB,ルンガ沖重巡棲姫-壊,Lunga Point Heavy Cruiser Princess Damaged II,
2005,FBB,ルンガ沖重巡棲姫-壊,Lunga Point Heavy Cruiser Princess Damaged III,
2006,CL,軽巡新棲姫,New Light Cruiser Princess,輕巡新棲姫
2007,CL,軽巡新棲姫,New Light Cruiser Princess II,輕巡新棲姫
2008,CL,軽巡新棲姫,New Light Cruiser Princess III,輕巡新棲姫
2009,CL,軽巡新棲姫-壊,New Light Cruiser Princess Damaged,輕巡新棲姫-壞
2010,CL,軽巡新棲姫-壊,New Light Cruiser Princess Damaged II,輕巡新棲姫-壞
2011,CL,軽巡新棲姫-壊,New Light Cruiser Princess Damaged III,輕巡新棲姫-壞
2012,CL,軽巡ト級,Light Cruiser To-Class Elite II,
2013,AP,輸送ワ級II,Transport Ship Wa-Class B Elite,
2014,AP,輸送ワ級II,Transport Ship Wa-Class B Flagship,
2015,BBV,集積地棲姫II バカンスmode,Supply Depot Princess B Vacation Mode,
2016,BBV,集積地棲姫II バカンスmode,Supply Depot Princess B Vacation Mode II,
2017,BBV,集積地棲姫II バカンスmode,Supply Depot Princess B Vacation Mode III,
2018,BBV,集積地棲姫II バカンスmode,Supply Depot Princess B Vacation Mode IV,
2019,BB,集積地棲姫II バカンスmode-壊,Supply Depot Princess B Vacation Mode Damaged,
2020,BB,集積地棲姫II バカンスmode-壊,Supply Depot Princess B Vacation Mode Damaged II,
2021,BB,集積地棲姫II バカンスmode-壊,Supply Depot Princess B Vacation Mode Damaged III,
2022,BB,集積地棲姫II バカンスmode-壊,Supply Depot Princess B Vacation Mode Damaged IV,
2023,BBV,港湾夏姫II,Harbour Summer Princess B,港灣夏姫II
2024,BBV,港湾夏姫II,Harbour Summer Princess B II,港灣夏姫II
2025,BBV,港湾夏姫II,Harbour Summer Princess B III,港灣夏姫II
2026,BBV,港湾夏姫II-壊,Harbour Summer Princess B Damaged,港灣夏姫II-壞
2027,BBV,港湾夏姫II-壊,Harbour Summer Princess B Damaged II,港灣夏姫II-壞
2028,BBV,港湾夏姫II-壊,Harbour Summer Princess B Damaged III,港灣夏姫II-壞
2029,BB,地中海弩級水姫,Mediterranean Dreadnought Water Princess,地中海弩級水姫
2030,BB,地中海弩級水姫,Mediterranean Dreadnought Water Princess II,地中海弩級水姫
2031,BB,地中海弩級水姫,Mediterranean Dreadnought Water Princess III,地中海弩級水姫
2032,BBV,地中海弩級水姫-壊,Mediterranean Dreadnought Water Princess Damaged,地中海弩級水姫-壞
2033,BBV,地中海弩級水姫-壊,Mediterranean Dreadnought Water Princess Damaged II,地中海弩級水姫-壞
2034,BBV,地中海弩級水姫-壊,Mediterranean Dreadnought Water Princess Damaged III,地中海弩級水姫-壞
2035,CL,深海地中海棲姫 バカンスmode,Abyssal Mediterranean Princess Vacation Mode,
2036,CL,深海地中海棲姫 バカンスmode,Abyssal Mediterranean Princess Vacation Mode II,
2037,CL,深海地中海棲姫 バカンスmode,Abyssal Mediterranean Princess Vacation Mode III,
2038,CL,深海地中海棲姫 バカンスmode-壊,Abyssal Mediterranean Princess Vacation Mode Damaged,
2039,CL,深海地中海棲姫 バカンスmode-壊,Abyssal Mediterranean Princess Vacation Mode Damaged II,
2040,CL,深海地中海棲姫 バカンスmode-壊,Abyssal Mediterranean Princess Vacation Mode Damaged III,
2041,CVB,欧州装甲空母棲姫,European Armored Carrier Princess,歐洲裝甲空母棲姫
2042,CVB,欧州装甲空母棲姫,European Armored Carrier Princess II,歐洲裝甲空母棲姫
2043,CVB,欧州装甲空母棲姫,European Armored Carrier Princess III,歐洲裝甲空母棲姫
2044,CVB,欧州装甲空母棲姫-壊,European Armored Carrier Princess Damaged,歐洲裝甲空母棲姫-壞
2045,CVB,欧州装甲空母棲姫-壊,European Armored Carrier Princess Damaged II,歐洲裝甲空母棲姫-壞
2046,CVB,欧州装甲空母棲姫-壊,European Armored Carrier Princess Damaged III,歐洲裝甲空母棲姫-壞
2047,BBV,飛行場姫,Airfield Princess XIV,飛行場姫
2048,BBV,飛行場姫,Airfield Princess XV,飛行場姫
2049,SS,潜水新棲姫,New Submarine Princess Flagship V,潛水新棲姫
2050,DD,駆逐ナ級IIe(量産型),Destroyer Na-Class Mass-Produced Model IIe,
2051,DD,駆逐ナ級IIe(量産型),Destroyer Na-Class Mass-Produced Model IIe Elite,
2052,DD,駆逐ナ級IIe(量産型),Destroyer Na-Class Mass-Produced Model IIe Flagship,
2053,SS,潜水鮫水鬼,Submarine Shark Water Demon Flagship,潛水鮫水鬼
2054,SS,潜水鮫水鬼,Submarine Shark Water Demon Flagship II,潛水鮫水鬼
2055,SS,潜水鮫水鬼,Submarine Shark Water Demon Flagship III,潛水鮫水鬼
2056,SS,潜水鮫水鬼-壊,Submarine Shark Water Demon Flagship Damaged,潛水鮫水鬼-壞
2057,SS,潜水鮫水鬼-壊,Submarine Shark Water Demon Flagship Damaged II,潛水鮫水鬼-壞
2058,SS,潜水鮫水鬼-壊,Submarine Shark Water Demon Flagship Damaged III,潛水鮫水鬼-壞
2059,CVL,ヒ船団棲姫,Hi Convoy Princess,
2060,CVL,ヒ船団棲姫,Hi Convoy Princess II,
2061,CVL,ヒ船団棲姫-壊,Hi Convoy Princess Damaged,
2062,CVL,ヒ船団棲姫-壊,Hi Convoy Princess Damaged II,
2063,DD,深海梅棲姫,Abyssal Plum Princess,深海梅棲姫
2064,DD,深海梅棲姫,Abyssal Plum Princess II,深海梅棲姫
2065,DD,深海梅棲姫,Abyssal Plum Princess III,深海梅棲姫
2066,DD,深海梅棲姫-壊,Abyssal Plum Princess Damaged,深海梅棲姫-壞
2067,DD,深海梅棲姫-壊,Abyssal Plum Princess Damaged II,深海梅棲姫-壞
2068,DD,深海梅棲姫-壊,Abyssal Plum Princess Damaged III,深海梅棲姫-壞
2069,CVL,横浜岸壁棲姫,Yokohama Wharf Princess,橫濱岸壁棲姫
2070,CVL,横浜岸壁棲姫,Yokohama Wharf Princess II,橫濱岸壁棲姫
2071,CVL,横浜岸壁棲姫-壊,Yokohama Wharf Princess Damaged,橫濱岸壁棲姫-壞
2072,CVL,横浜岸壁棲姫-壊,Yokohama Wharf Princess Damaged II,橫濱岸壁棲姫-壞
2073,BBV,深海玉棲姫,Abyssal Jade Princess,深海玉棲姫
2074,BBV,深海玉棲姫,Abyssal Jade Princess II,深海玉棲姫
2075,DD,深海玉棲姫-壊,Abyssal Jade Princess Damaged,深海玉棲姫-壞
2076,DD,深海玉棲姫-壊,Abyssal Jade Princess Damaged II,深海玉棲姫-壞
2077,BBV,超重爆飛行場姫,Super Heavy Bomber Airfield Princess,超重爆飛行場姫
2078,BBV,超重爆飛行場姫,Super Heavy Bomber Airfield Princess II,超重爆飛行場姫
2079,BBV,超重爆飛行場姫,Super Heavy Bomber Airfield Princess III,超重爆飛行場姫
2080,BBV,防空埋護冬姫,Entombed Anti-Air Guardian Winter Princess,防空埋護冬姫
2081,BBV,防空埋護冬姫,Entombed Anti-Air Guardian Winter Princess II,防空埋護冬姫
2082,BBV,防空埋護冬姫-壊,Entombed Anti-Air Guardian Winter Princess Damaged,防空埋護冬姫-壞
2083,BBV,防空埋護冬姫-壊,Entombed Anti-Air Guardian Winter Princess Damaged II,防空埋護冬姫-壞
2084,BBV,集積地棲姫III,Supply Depot Princess C,集積地棲姫III
2085,BB,集積地棲姫III-壊,Supply Depot Princess C Damaged,集積地棲姫III-壞
2086,BBV,集積地棲姫III,Supply Depot Princess C II,集積地棲姫III
2087,BB,集積地棲姫III-壊,Supply Depot Princess C Damaged II,集積地棲姫III-壞
2088,BBV,集積地棲姫III,Supply Depot Princess C III,集積地棲姫III
2089,BB,集積地棲姫III-壊,Supply Depot Princess C Damaged III,集積地棲姫III-壞
2090,CA,重巡ネ級改,Heavy Cruiser Ne-Class Kai IV,
2091,BBV,飛行場姫(哨戒機配備),Airfield Princess Patrol Aircraft Deployment,飛行場姫(哨戒機配備)
2092,BBV,飛行場姫(哨戒機配備),Airfield Princess Patrol Aircraft Deployment II,飛行場姫(哨戒機配備)
2093,BBV,飛行場姫(哨戒機配備),Airfield Princess Patrol Aircraft Deployment III,飛行場姫(哨戒機配備)
2094,BBV,飛行場姫,Airfield Princess XVI,飛行場姫
2095,BBV,飛行場姫,Airfield Princess XVII,飛行場姫
2096,BBV,飛行場姫,Airfield Princess XVIII,飛行場姫
2097,BBV,外南洋駆逐棲姫,Outer Southern Sea Destroyer Princess,外南洋驅逐棲姫
2098,BBV,外南洋駆逐棲姫,Outer Southern Sea Destroyer Princess II,外南洋驅逐棲姫
2099,BBV,外南洋駆逐棲姫-壊,Outer Southern Sea Destroyer Princess Damaged,外南洋驅逐棲姫-壞
2100,BBV,外南洋駆逐棲姫-壊,Outer Southern Sea Destroyer Princess Damaged II,外南洋驅逐棲姫-壞
2101,CVL,軽母ヌ級II,Light Carrier Nu-Class B Elite,
2102,CVL,軽母ヌ級II,Light Carrier Nu-Class B Elite II,
2103,CVL,軽母ヌ級II,Light Carrier Nu-Class B Elite III,
2104,CVL,軽母ヌ級II,Light Carrier Nu-Class B Flagship,
2105,CV,空母棲姫II,Aircraft Carrier Princess B,空母棲姫II
2106,CV,空母棲姫II,Aircraft Carrier Princess B II,空母棲姫II
2107,CV,空母棲姫II,Aircraft Carrier Princess B III,空母棲姫II
2108,CV,空母棲姫II,Aircraft Carrier Princess B IV,空母棲姫II
2109,BBV,近代化戦艦棲姫,Modernized Battleship Princess,近代化戰艦棲姫
2110,BBV,近代化戦艦棲姫,Modernized Battleship Princess II,近代化戰艦棲姫
2111,BBV,近代化戦艦棲姫,Modernized Battleship Princess III,近代化戰艦棲姫
2112,BBV,近代化戦艦棲姫-壊,Modernized Battleship Princess Damaged,近代化戰艦棲姫-壞
2113,BBV,近代化戦艦棲姫-壊,Modernized Battleship Princess Damaged II,近代化戰艦棲姫-壞
2114,BBV,近代化戦艦棲姫-壊,Modernized Battleship Princess Damaged III,近代化戰艦棲姫-壞
2115,CV,空母ヲ級改II,Standard Carrier Wo-Class Kai B Flagship,
2116,CV,空母ヲ級改II,Standard Carrier Wo-Class Kai B Flagship II,
2117,CV,空母夏姫II,Aircraft Carrier Summer Princess B II,空母夏姫II
2118,CV,空母夏姫II,Aircraft Carrier Summer Princess B III,空母夏姫II
2119,CV,空母夏姫II,Aircraft Carrier Summer Princess B IV,空母夏姫II
2120,CVL,高速軽空母水鬼,Fast Light Carrier Water Demon,高速輕空母水鬼
2121,CVL,高速軽空母水鬼,Fast Light Carrier Water Demon II,高速輕空母水鬼
2122,CVL,高速軽空母水鬼,Fast Light Carrier Water Demon III,高速輕空母水鬼
2123,CVL,高速軽空母水鬼-壊,Fast Light Carrier Water Demon Damaged,高速輕空母水鬼-壞
2124,CVL,高速軽空母水鬼-壊,Fast Light Carrier Water Demon Damaged II,高速輕空母水鬼-壞
2125,CVL,高速軽空母水鬼-壊,Fast Light Carrier Water Demon Damaged III,高速輕空母水鬼-壞
2126,CV,試作空母姫 バカンスmode,Prototype Carrier Princess Vacation Mode,
2127,CV,試作空母姫 バカンスmode,Prototype Carrier Princess Vacation Mode II,
2128,CV,試作空母姫 バカンスmode,Prototype Carrier Princess Vacation Mode III,
2129,CV,試作空母姫 バカンスmode-壊,Prototype Carrier Princess Vacation Mode Damaged,
2130,CV,試作空母姫 バカンスmode-壊,Prototype Carrier Princess Vacation Mode Damaged II,
2131,CV,試作空母姫 バカンスmode-壊,Prototype Carrier Princess Vacation Mode Damaged III,
2132,BBV,戦艦未完棲姫,Incomplete Battleship Princess,戰艦未完棲姫
2133,BBV,戦艦未完棲姫,Incomplete Battleship Princess II,戰艦未完棲姫
2134,BBV,戦艦未完棲姫,Incomplete Battleship Princess III,戰艦未完棲姫
2135,BBV,戦艦未完棲姫-壊,Incomplete Battleship Princess Damaged,戰艦未完棲姫-壞
2136,BBV,戦艦未完棲姫-壊,Incomplete Battleship Princess Damaged II,戰艦未完棲姫-壞
2137,BBV,戦艦未完棲姫-壊,Incomplete Battleship Princess Damaged III,戰艦未完棲姫-壞
2138,BBV,集積地棲姫III バカンスmode,Supply Depot Princess C Vacation Mode,
2139,BB,集積地棲姫III バカンスmode-壊,Supply Depot Princess C Vacation Mode Damaged,
2140,BBV,集積地棲姫III バカンスmode,Supply Depot Princess C Vacation Mode II,
2141,BB,集積地棲姫III バカンスmode-壊,Supply Depot Princess C Vacation Mode Damaged II,
2142,BBV,集積地棲姫III バカンスmode,Supply Depot Princess C Vacation Mode III,
2143,BB,集積地棲姫III バカンスmode-壊,Supply Depot Princess C Vacation Mode Damaged III,
2144,BBV,集積地棲姫III バカンスmode,Supply Depot Princess C Vacation Mode IV,
2145,BB,集積地棲姫III バカンスmode-壊,Supply Depot Princess C Vacation Mode Damaged IV,
2146,CVL,戦標船改装棲姫,Remodeled Wartime Cargo Princess,戰標船改裝棲姫
2147,CVL,戦標船改装棲姫,Remodeled Wartime Cargo Princess II,戰標船改裝棲姫
2148,CVL,戦標船改装棲姫,Remodeled Wartime Cargo Princess III,戰標船改裝棲姫
2149,CVL,戦標船改装棲姫-壊,Remodeled Wartime Cargo Princess Damaged,戰標船改裝棲姫-壞
2150,CVL,戦標船改装棲姫-壊,Remodeled Wartime Cargo Princess Damaged II,戰標船改裝棲姫-壞
2151,CVL,戦標船改装棲姫-壊,Remodeled Wartime Cargo Princess Damaged III,戰標船改裝棲姫-壞
2152,CAV,深海重巡水姫,Abyssal Heavy Cruiser Water Princess,深海重巡水姫
2153,CAV,深海重巡水姫,Abyssal Heavy Cruiser Water Princess II,深海重巡水姫
2154,CAV,深海重巡水姫,Abyssal Heavy Cruiser Water Princess III,深海重巡水姫
2155,CAV,深海重巡水姫-壊,Abyssal Heavy Cruiser Water Princess Damaged,深海重巡水姫-壞
2156,CAV,深海重巡水姫-壊,Abyssal Heavy Cruiser Water Princess Damaged II,深海重巡水姫-壞
2157,CAV,深海重巡水姫-壊,Abyssal Heavy Cruiser Water Princess Damaged III,深海重巡水姫-壞
2158,BBV,深海擱座揚陸姫,Abyssal Stranded Landing Princess,深海擱座揚陸姫
2159,BBV,深海擱座揚陸姫,Abyssal Stranded Landing Princess II,深海擱座揚陸姫
2160,BBV,深海擱座揚陸姫,Abyssal Stranded Landing Princess III,深海擱座揚陸姫
2161,BBV,深海擱座揚陸姫-壊,Abyssal Stranded Landing Princess Damaged,深海擱座揚陸姫-壞
2162,BBV,深海擱座揚陸姫-壊,Abyssal Stranded Landing Princess Damaged II,深海擱座揚陸姫-壞
2163,BBV,深海擱座揚陸姫-壊,Abyssal Stranded Landing Princess Damaged III,深海擱座揚陸姫-壞
2164,BBV,集積地棲姫IV,Supply Depot Princess D,集積地棲姫IV
2165,BB,集積地棲姫IV-壊,Supply Depot Princess D Damaged,集積地棲姫IV-壞
2166,BBV,集積地棲姫IV,Supply Depot Princess D II,集積地棲姫IV
2167,BB,集積地棲姫IV-壊,Supply Depot Princess D Damaged II,集積地棲姫IV-壞
2168,BBV,集積地棲姫IV,Supply Depot Princess D III,集積地棲姫IV
2169,BB,集積地棲姫IV-壊,Supply Depot Princess D Damaged III,集積地棲姫IV-壞
2170,BBV,集積地棲姫IV,Supply Depot Princess D IV,集積地棲姫IV
2171,BB,集積地棲姫IV-壊,Supply Depot Princess D Damaged IV,集積地棲姫IV-壞
2172,DD,深海釧路沖棲雲姫,Abyssal Kushiro Cloud Princess,深海釧路沖棲雲姫
2173,DD,深海釧路沖棲雲姫,Abyssal Kushiro Cloud Princess II,深海釧路沖棲雲姫
2174,DD,深海釧路沖棲雲姫,Abyssal Kushiro Cloud Princess III,深海釧路沖棲雲姫
2175,DD,深海釧路沖棲雲姫-壊,Abyssal Kushiro Cloud Princess Damaged,深海釧路沖棲雲姫-壞
2176,DD,深海釧路沖棲雲姫-壊,Abyssal Kushiro Cloud Princess Damaged II,深海釧路沖棲雲姫-壞
2177,DD,深海釧路沖棲雲姫-壊,Abyssal Kushiro Cloud Princess Damaged III,深海釧路沖棲雲姫-壞
2178,BB,トーチカ小鬼,Pillbox Imp,
2179,BB,トーチカ小鬼,Pillbox Imp Elite,
2180,CAV,対空小鬼,Anti-Air Guns Imp,對空小鬼
2181,CAV,対空小鬼,Anti-Air Guns Imp Elite,對空小鬼
2182,BBV,標準型戦艦棲姫,Standard Type Battleship Princess,標準型戰艦棲姫
2183,BBV,標準型戦艦棲姫,Standard Type Battleship Princess II,標準型戰艦棲姫
2184,BBV,標準型戦艦棲姫,Standard Type Battleship Princess III,標準型戰艦棲姫
2185,BBV,標準型戦艦棲姫-壊,Standard Type Battleship Princess Damaged,標準型戰艦棲姫-壞
2186,BBV,標準型戦艦棲姫-壊,Standard Type Battleship Princess Damaged II,標準型戰艦棲姫-壞
2187,BBV,標準型戦艦棲姫-壊,Standard Type Battleship Princess Damaged III,標準型戰艦棲姫-壞
2188,BB,トーチカ要塞棲姫,Fortified Pillbox Princess,
2189,BB,トーチカ要塞棲姫,Fortified Pillbox Princess II,
2190,BB,トーチカ要塞棲姫-壊,Fortified Pillbox Princess Damaged,
2191,BB,トーチカ要塞棲姫-壊,Fortified Pillbox Princess Damaged II,
2192,DD,Schnellboot小鬼群,Schnellboot Imp Pack,Schnellboot小鬼群
2193,DD,Schnellboot小鬼群,Schnellboot Imp Pack II,Schnellboot小鬼群
2194,DD,Schnellboot小鬼群,Schnellboot Imp Pack Elite,Schnellboot小鬼群
2196,BB,トーチカ小鬼,Pillbox Imp II,
2197,BB,トーチカ小鬼,Pillbox Imp Elite II,
2198,BB,欧州妹姫,European Little Sister Princess,歐洲妹姫
2199,BB,欧州妹姫,European Little Sister Princess II,歐洲妹姫
2200,BB,欧州妹姫,European Little Sister Princess III,歐洲妹姫
2201,BB,欧州妹姫-壊,European Little Sister Princess Damaged,歐洲妹姫-壞
2202,BB,欧州妹姫-壊,European Little Sister Princess Damaged II,歐洲妹姫-壞
2203,BB,欧州妹姫-壊,European Little Sister Princess Damaged III,歐洲妹姫-壞
2204,DD,米駆逐棲姫,American Destroyer Princess,米驅逐棲姫
2205,DD,米駆逐棲姫,American Destroyer Princess II,米驅逐棲姫
2206,DD,米駆逐棲姫,American Destroyer Princess III,米驅逐棲姫
2207,DD,米駆逐棲姫-壊,American Destroyer Princess Damaged,米驅逐棲姫-壞
