master_id,name_ja,etype_id,etype_en,name_en,name_tw,in_wiki_list
257,TBM-3D,46,Carrier-based Torpedo Bomber,TBM-3D,TBM-3D,1
258,夜間作戦航空要員,29,Aviation Personnel,Night Operation Aviation Personnel,夜間作戰航空要員,1
259,夜間作戦航空要員+熟練甲板員,29,Aviation Personnel,Night Operation Aviation Personnel + Skilled Deckhands,夜間作戰航空要員+熟練甲板員,1
260,Type124 ASDIC,18,Small Sonar,Type124 ASDIC,Type124 ASDIC,1
261,Type144/147 ASDIC,18,Small Sonar,Type144/147 ASDIC,Type144/147 ASDIC,1
262,HF/DF + Type144/147 ASDIC,18,Small Sonar,HF/DF + Type144/147 ASDIC,HF/DF + Type144/147 ASDIC,1
263,紫電改(三四三空) 戦闘301,38,Land-based Fighter,Shiden Kai (343 Air Group) 301st Fighter Squadron,紫電改(三四三空) 戰鬭301,1
264,紫電改(三四三空) 戦闘701,38,Land-based Fighter,Shiden Kai (343 Air Group) 701st Fighter Squadron,紫電改(三四三空) 戰鬭701,1
265,紫電改(三四三空) 戦闘407,38,Land-based Fighter,Shiden Kai (343 Air Group) 407th Fighter Squadron,紫電改(三四三空) 戰鬭407,1
266,12.7cm連装砲C型改二,1,Small Caliber Main Gun,12.7cm Twin Gun Mount Model C Kai 2,12.7cm連裝砲C型改二,1
267,12.7cm連装砲D型改二,1,Small Caliber Main Gun,12.7cm Twin Gun Mount Model D Kai 2,12.7cm連裝砲D型改二,1
268,北方迷彩(+北方装備),23,Extra Armor (Medium),Arctic Camouflage (+ Arctic Equipment),北方迷彩(+北方裝備),1
269,試製東海,47,Land-based Attack Aircraft,Prototype Toukai,試製東海,1
270,東海(九〇一空),47,Land-based Attack Aircraft,Toukai (901 Air Group),東海(九〇一空),1
271,紫電改四,6,Carrier-based Fighter,Shiden Kai 4,紫電改四,1
272,遊撃部隊 艦隊司令部,28,Command Facility,Striking Force Fleet Command Facility,遊擊部隊 艦隊司令部,1
273,彩雲(偵四),9,Carrier-based Reconnaissance Aircraft,Saiun (4th Recon Squad),彩雲(偵四),1
274,12cm30連装噴進砲改二,15,Anti-Aircraft Gun,12cm 30-tube Rocket Launcher Kai 2,12cm30連裝噴進砲改二,1
275,10cm連装高角砲改+増設機銃,16,Secondary Gun,10cm Twin High-angle Gun Mount Kai + Additional Machine Guns,10cm連裝高角砲改+增設機銃,1
276,46cm三連装砲改,3,Large Caliber Main Gun,46cm Triple Gun Mount Kai,46cm三連裝砲改,1
277,FM-2,7,Carrier-based Dive Bomber,FM-2,FM-2,1
278,SK レーダー,11,Large Radar,SK Radar,,1
279,SK+SG レーダー,11,Large Radar,SK + SG Radar,,1
280,QF 4.7inch砲 Mk.XII改,1,Small Caliber Main Gun,QF 4.7inch Gun Mk.XII Kai,QF 4.7inch砲 Mk.XII改,1
281,51cm連装砲,3,Large Caliber Main Gun (II),51cm Twin Gun Mount,51cm連裝砲,1
282,130mm B-13連装砲,1,Small Caliber Main Gun,130mm B-13 Twin Gun Mount,130mm B-13連裝砲,1
283,533mm 三連装魚雷,5,Torpedo,533mm Triple Torpedo Mount,533mm 三連裝魚雷,1
284,5inch単装砲 Mk.30,16,Small Caliber Main Gun,5inch Single Gun Mount Mk.30,5inch單裝砲 Mk.30,1
285,61cm三連装(酸素)魚雷後期型,5,Torpedo,61cm Triple (Oxygen) Torpedo Mount Late Model,61cm三連裝(酸素)魚雷後期型,1
286,61cm四連装(酸素)魚雷後期型,5,Torpedo,61cm Quadruple (Oxygen) Torpedo Mount Late Model,61cm四連裝(酸素)魚雷後期型,1
287,三式爆雷投射機 集中配備,17,Depth Charge,Type 3 Depth Charge Projector (Concentrated Deployment),三式爆雷投射機 集中配備,1
288,試製15cm9連装対潜噴進砲,17,Depth Charge,Prototype 15cm 9-tube ASW Rocket Launcher,試製15cm9連裝對潛噴進砲,1
289,35.6cm三連装砲改(ダズル迷彩仕様),3,Large Caliber Main Gun,35.6cm Triple Gun Mount Kai (Dazzle Camouflage),,1
290,41cm三連装砲改二,3,Large Caliber Main Gun,41cm Triple Gun Mount Kai 2,41cm三連裝砲改二,1
291,彗星二二型(六三四空),7,Carrier-based Dive Bomber,Suisei Model 22 (634 Air Group),彗星二二型(六三四空),1
292,彗星二二型(六三四空/熟練),7,Carrier-based Dive Bomber,Suisei Model 22 (634 Air Group/Skilled),彗星二二型(六三四空/熟練),1
293,12cm単装砲改二,1,Small Caliber Main Gun,12cm Single Gun Mount Kai 2,12cm單裝砲改二,1
294,12.7cm連装砲A型改二,1,Small Caliber Main Gun,12.7cm Twin Gun Mount Model A Kai 2,12.7cm連裝砲A型改二,1
295,12.7cm連装砲A型改三(戦時改修)+高射装置,16,Small Caliber Main Gun,12.7cm Twin Gun Mount Model A Kai 3 (Wartime Modification) + Anti-Aircraft Fire Director,12.7cm連裝砲A型改三(戰時改修)+高射裝置,1
296,12.7cm連装砲B型改四(戦時改修)+高射装置,16,Small Caliber Main Gun,12.7cm Twin Gun Mount Model B Kai 4 (Wartime Modification) + Anti-Aircraft Fire Director,12.7cm連裝砲B型改四(戰時改修)+高射裝置,1
297,12.7cm連装砲A型,1,Small Caliber Main Gun,12.7cm Twin Gun Mount Model A,12.7cm連裝砲A型,1
298,16inch Mk.I三連装砲,3,Large Caliber Main Gun,16inch Mk.I Triple Gun Mount,16inch Mk.I三連裝砲,1
299,16inch Mk.I三連装砲+AFCT改,3,Large Caliber Main Gun,16inch Mk.I Triple Gun Mount + AFCT Kai,16inch Mk.I三連裝砲+AFCT改,1
300,16inch Mk.I三連装砲改+FCR type284,3,Large Caliber Main Gun,16inch Mk.I Triple Gun Mount Kai + FCR Type 284,16inch Mk.I三連裝砲改+FCR type284,1
301,20連装7inch UP Rocket Launchers,15,Anti-Aircraft Gun,20-tube 7inch UP Rocket Launchers,20連裝7inch UP Rocket Launchers,1
302,九七式艦攻(九三一空/熟練),8,Carrier-based Torpedo Bomber,Type 97 Torpedo Bomber (931 Air Group/Skilled),九七式艦攻(九三一空/熟練),1
303,Bofors 15.2cm連装砲 Model 1930,2,Medium Caliber Main Gun,Bofors 15.2cm Twin Gun Mount Model 1930,Bofors 15.2cm連裝砲 Model 1930,1
304,S9 Osprey,10,Reconnaissance Seaplane,S9 Osprey,S9 Osprey,1
305,Ju87C改二(KMX搭載機),7,Carrier-based Dive Bomber,Ju 87C Kai 2 (w/ KMX),Ju87C改二(KMX搭載機),1
306,Ju87C改二(KMX搭載機/熟練),7,Carrier-based Dive Bomber,Ju 87C Kai 2 (w/ KMX/Skilled),Ju87C改二(KMX搭載機/熟練),1
307,GFCS Mk.37,11,Small Radar,GFCS Mk.37,GFCS Mk.37,1
308,5inch単装砲 Mk.30改+GFCS Mk.37,16,Small Caliber Main Gun,5inch Single Gun Mount Mk.30 Kai + GFCS Mk.37,5inch單裝砲 Mk.30改+GFCS Mk.37,1
309,甲標的 丙型,5,Midget Submarine,Type C Kouhyouteki,甲標的 丙型,1
310,14cm連装砲改,2,Medium Caliber Main Gun,14cm Twin Gun Mount Kai,14cm連裝砲改,1
311,二式陸上偵察機,9,Land-based Reconnaissance Aircraft,Type 2 Land-based Reconnaissance Aircraft,二式陸上偵察機,1
312,二式陸上偵察機(熟練),9,Land-based Reconnaissance Aircraft,Type 2 Land-based Reconnaissance Aircraft (Skilled),二式陸上偵察機(熟練),1
313,5inch単装砲 Mk.30改,16,Small Caliber Main Gun,5inch Single Gun Mount Mk.30 Kai,5inch單裝砲 Mk.30改,1
314,533mm五連装魚雷(初期型),5,Torpedo,533mm Quintuple Torpedo Mount (Initial Model),533mm五連裝魚雷(初期型),1
315,SG レーダー(初期型),11,Small Radar,SG Radar (Initial Model),,1
316,Re.2001 CB改,7,Carrier-based Dive Bomber,Re.2001 CB Kai,Re.2001 CB改,1
317,三式弾改,12,Anti-Aircraft Shell,Type 3 Shell Kai,三式彈改,1
318,41cm連装砲改二,3,Large Caliber Main Gun,41cm Twin Gun Mount Kai 2,41cm連裝砲改二,1
319,彗星一二型(六三四空/三号爆弾搭載機),7,Carrier-based Dive Bomber,Suisei Model 12 (634 Air Group w/ Type 3 Cluster Bombs),彗星一二型(六三四空/三號爆彈搭載機),1
320,彗星一二型(三一号光電管爆弾搭載機),7,Carrier-based Dive Bomber,Suisei Model 12 (w/ Type 31 Photoelectric Fuze Bombs),彗星一二型(三一號光電管爆彈搭載機),1
322,瑞雲改二(六三四空),10,Seaplane Bomber,Zuiun Kai 2 (634 Air Group),瑞雲改二(六三四空),1
323,瑞雲改二(六三四空/熟練),10,Seaplane Bomber,Zuiun Kai 2 (634 Air Group/Skilled),瑞雲改二(六三四空/熟練),1
324,オ号観測機改,21,Rotorcraft,O Type Observation Autogyro Kai,,1
325,オ号観測機改二,21,Rotorcraft,O Type Observation Autogyro Kai 2,,1
326,S-51J,21,Rotorcraft,S-51J,S-51J,1
327,S-51J改,21,Rotorcraft,S-51J Kai,S-51J改,1
328,35.6cm連装砲改,3,Large Caliber Main Gun,35.6cm Twin Gun Mount Kai,35.6cm連裝砲改,1
329,35.6cm連装砲改二,3,Large Caliber Main Gun,35.6cm Twin Gun Mount Kai 2,35.6cm連裝砲改二,1
330,16inch Mk.I連装砲,3,Large Caliber Main Gun,16inch Mk.I Twin Gun Mount,16inch Mk.I連裝砲,1
331,16inch Mk.V連装砲,3,Large Caliber Main Gun,16inch Mk.V Twin Gun Mount,16inch Mk.V連裝砲,1
332,16inch Mk.VIII連装砲改,3,Large Caliber Main Gun,16inch Mk.VIII Twin Gun Mount Kai,16inch Mk.VIII連裝砲改,1
333,烈風改,38,Land-based Fighter,Reppuu Kai,烈風改,1
334,烈風改(三五二空/熟練),38,Land-based Fighter,Reppuu Kai (352 Air Group/Skilled),烈風改(三五二空/熟練),1
335,烈風改(試製艦載型),6,Carrier-based Fighter,Reppuu Kai (Prototype Carrier-based Model),烈風改(試製艦載型),1
336,烈風改二,6,Carrier-based Fighter,Reppuu Kai 2,烈風改二,1
337,烈風改二(一航戦/熟練),6,Carrier-based Fighter,Reppuu Kai 2 (CarDiv 1/Skilled),烈風改二(一航戰/熟練),1
338,烈風改二戊型,45,Carrier-based Fighter,Reppuu Kai 2 Model E,烈風改二戊型,1
339,烈風改二戊型(一航戦/熟練),45,Carrier-based Fighter,Reppuu Kai 2 Model E (CarDiv 1/Skilled),烈風改二戊型(一航戰/熟練),1
340,152mm/55 三連装速射砲,2,Medium Caliber Main Gun,152mm/55 Triple Rapid Fire Gun Mount,152mm/55 三連裝速射砲,1
341,152mm/55 三連装速射砲改,2,Medium Caliber Main Gun,152mm/55 Triple Rapid Fire Gun Mount Kai,152mm/55 三連裝速射砲改,1
342,流星改(一航戦),8,Carrier-based Torpedo Bomber,Ryuusei Kai (CarDiv 1),流星改(一航戰),1
343,流星改(一航戦/熟練),8,Carrier-based Torpedo Bomber,Ryuusei Kai (CarDiv 1/Skilled),流星改(一航戰/熟練),1
344,九七式艦攻改 試製三号戊型(空六号電探改装備機),46,Carrier-based Torpedo Bomber,Prototype Type 97 Torpedo Bomber Kai No. 3 Model E (w/ Type 6 Airborne Radar Kai),九七式艦攻改 試製三號戊型(空六號電探改裝備機),1
345,九七式艦攻改(熟練) 試製三号戊型(空六号電探改装備機),46,Carrier-based Torpedo Bomber,Prototype Type 97 Torpedo Bomber Kai (Skilled) No. 3 Model E (w/ Type 6 Airborne Radar Kai),九七式艦攻改(熟練) 試製三號戊型(空六號電探改裝備機),1
346,二式12cm迫撃砲改,17,Depth Charge,Type 2 12cm Mortar Kai,二式12cm迫擊砲改,1
347,二式12cm迫撃砲改 集中配備,17,Depth Charge,Type 2 12cm Mortar Kai (Concentrated Deployment),二式12cm迫擊砲改 集中配備,1
348,艦載型 四式20cm対地噴進砲,31,Anti-Ground Equipment,Shipborne Model Type 4 20cm Anti-ground Rocket Launcher,艦載型 四式20cm對地噴進砲,1
349,四式20cm対地噴進砲 集中配備,31,Anti-Ground Equipment,Type 4 20cm Anti-ground Rocket Launcher (Concentrated Deployment),四式20cm對地噴進砲 集中配備,1
350,Me163B,38,Land-based Fighter,Me 163B,Me163B,1
351,試製 秋水,38,Land-based Fighter,Prototype Shuusui,試製 秋水,1
352,秋水,38,Land-based Fighter,Shuusui,秋水,1
353,Fw190 A-5改(熟練),6,Carrier-based Fighter,Fw 190 A-5 Kai (Skilled),Fw190 A-5改(熟練),1
354,Fw190 D-9,38,Land-based Fighter,Fw 190 D-9,Fw190 D-9,1
355,M4A1 DD,20,Landing Craft,M4A1 DD,M4A1 DD,1
356,8inch三連装砲 Mk.9,2,Medium Caliber Main Gun,8inch Triple Gun Mount Mk.9,8inch三連裝砲 Mk.9,1
357,8inch三連装砲 Mk.9 mod.2,2,Medium Caliber Main Gun,8inch Triple Gun Mount Mk.9 mod.2,8inch三連裝砲 Mk.9 mod.2,1
358,5inch 単装高角砲群,16,Secondary Gun,5inch Single High-angle Gun Mount Battery,5inch 單裝高角砲群,1
359,6inch 連装速射砲 Mk.XXI,2,Medium Caliber Main Gun,6inch Twin Rapid Fire Gun Mount Mk.XXI,6inch 連裝速射砲 Mk.XXI,1
360,Bofors 15cm連装速射砲 Mk.9 Model 1938,2,Medium Caliber Main Gun,Bofors 15cm Twin Rapid Fire Gun Mount Mk.9 Model 1938,Bofors 15cm連裝速射砲 Mk.9 Model 1938,1
361,Bofors 15cm連装速射砲 Mk.9改+単装速射砲 Mk.10改 Model 1938,2,Medium Caliber Main Gun,Bofors 15cm Twin Rapid Fire Gun Mount Mk.9 Kai + Single Rapid Fire Gun Mount Mk.10 Kai Model 1938,Bofors 15cm連裝速射砲 Mk.9改+單裝速射砲 Mk.10改 Model 1938,1
362,5inch連装両用砲(集中配備),16,Medium Caliber Main Gun,5inch Twin Dual-purpose Gun Mount (Concentrated Deployment),5inch連裝兩用砲(集中配備),1
363,GFCS Mk.37+5inch連装両用砲(集中配備),16,Medium Caliber Main Gun,GFCS Mk.37 + 5inch Twin Dual-purpose Gun Mount (Concentrated Deployment),GFCS Mk.37+5inch連裝兩用砲(集中配備),1
364,甲標的 丁型改(蛟龍改),5,Midget Submarine,Type D Kouhyouteki Kai (Kouryuu Kai),甲標的 丁型改(蛟龍改),1
365,一式徹甲弾改,13,Armor Piercing Shell,Type 1 Armor Piercing Shell Kai,一式徹甲彈改,1
366,12.7cm連装砲D型改三,1,Small Caliber Main Gun,12.7cm Twin Gun Mount Model D Kai 3,12.7cm連裝砲D型改三,1
367,Swordfish(水上機型),10,Seaplane Bomber,Swordfish (Seaplane Model),Swordfish(水上機型),1
368,Swordfish Mk.III改(水上機型),10,Seaplane Bomber,Swordfish Mk.III Kai (Seaplane Model),Swordfish Mk.III改(水上機型),1
369,Swordfish Mk.III改(水上機型/熟練),10,Seaplane Bomber,Swordfish Mk.III Kai (Seaplane Model/Skilled),Swordfish Mk.III改(水上機型/熟練),1
370,Swordfish Mk.II改(水偵型),10,Reconnaissance Seaplane,Swordfish Mk.II Kai (Reconnaissance Seaplane Model),Swordfish Mk.II改(水偵型),1
371,Fairey Seafox改,10,Reconnaissance Seaplane,Fairey Seafox Kai,Fairey Seafox改,1
372,天山一二型甲,8,Carrier-based Torpedo Bomber,Tenzan Model 12A,天山一二型甲,1
373,天山一二型甲改(空六号電探改装備機),46,Carrier-based Torpedo Bomber,Tenzan Model 12A Kai (w/ Type 6 Airborne Radar Kai),天山一二型甲改(空六號電探改裝備機),1
374,天山一二型甲改(熟練/空六号電探改装備機),46,Carrier-based Torpedo Bomber,Tenzan Model 12A Kai (Skilled w/ Type 6 Airborne Radar Kai),天山一二型甲改(熟練/空六號電探改裝備機),1
375,XF5U,6,Carrier-based Fighter,XF5U,XF5U,1
376,533mm五連装魚雷(後期型),5,Torpedo,533mm Quintuple Torpedo Mount (Late Model),533mm五連裝魚雷(後期型),1
377,RUR-4A Weapon Alpha改,17,Depth Charge,RUR-4A Weapon Alpha Kai,RUR-4A Weapon Alpha改,1
378,対潜短魚雷(試作初期型),17,Depth Charge,Lightweight ASW Torpedo (Initial Test Model),對潛短魚雷(試作初期型),1
379,12.7cm単装高角砲改二,16,Small Caliber Main Gun,12.7cm Single High-angle Gun Mount Kai 2,12.7cm單裝高角砲改二,1
380,12.7cm連装高角砲改二,16,Small Caliber Main Gun,12.7cm Twin High-angle Gun Mount Kai 2,12.7cm連裝高角砲改二,1
381,16inch三連装砲 Mk.6,3,Large Caliber Main Gun,16inch Triple Gun Mount Mk.6,16inch三連裝砲 Mk.6,1
382,12cm単装高角砲E型,16,Small Caliber Main Gun,12cm Single High-angle Gun Mount Model E,12cm單裝高角砲E型,1
383,後期型53cm艦首魚雷(8門),5,Submarine Torpedo,Late Model 53cm Bow Torpedo Mount (8 tubes),後期型53cm艦首魚雷(8門),1
384,後期型潜水艦搭載電探&逆探,42,Submarine Equipment,Late Model Submarine Radar & Passive Radiolocator,後期型潛水艦搭載電探&逆探,1
385,16inch三連装砲 Mk.6 mod.2,3,Large Caliber Main Gun,16inch Triple Gun Mount Mk.6 mod.2,16inch三連裝砲 Mk.6 mod.2,1
386,6inch三連装速射砲 Mk.16,2,Medium Caliber Main Gun,6inch Triple Rapid Fire Gun Mount Mk.16,6inch三連裝速射砲 Mk.16,1
387,6inch三連装速射砲 Mk.16 mod.2,2,Medium Caliber Main Gun,6inch Triple Rapid Fire Gun Mount Mk.16 mod.2,6inch三連裝速射砲 Mk.16 mod.2,1
388,銀河(江草隊),37,Land-based Attack Aircraft,Ginga (Egusa Squadron),銀河(江草隊),1
389,TBM-3W+3S,46,Carrier-based Torpedo Bomber,TBM-3W+3S,TBM-3W+3S,1
390,16inch三連装砲 Mk.6+GFCS,3,Large Caliber Main Gun,16inch Triple Gun Mount Mk.6 + GFCS,16inch三連裝砲 Mk.6+GFCS,1
391,九九式艦爆二二型,7,Carrier-based Dive Bomber,Type 99 Dive Bomber Model 22,九九式艦爆二二型,1
392,九九式艦爆二二型(熟練),7,Carrier-based Dive Bomber,Type 99 Dive Bomber Model 22 (Skilled),九九式艦爆二二型(熟練),1
393,120mm/50 連装砲 mod.1936,1,Small Caliber Main Gun,120mm/50 Twin Gun Mount mod.1936,120mm/50 連裝砲 mod.1936,1
394,120mm/50 連装砲改 A.mod.1937,1,Small Caliber Main Gun,120mm/50 Twin Gun Mount Kai A.mod.1937,120mm/50 連裝砲改 A.mod.1937,1
395,深山,49,Large Land-based Aircraft,Shinzan,深山,1
396,深山改,49,Large Land-based Aircraft,Shinzan Kai,深山改,1
397,現地改装12.7cm連装高角砲,16,Small Caliber Main Gun,Locally Modified 12.7cm Twin High-angle Gun Mount,現地改裝12.7cm連裝高角砲,1
398,現地改装10cm連装高角砲,16,Small Caliber Main Gun,Locally Modified 10cm Twin High-angle Gun Mount,現地改裝10cm連裝高角砲,1
399,6inch Mk.XXIII三連装砲,2,Medium Caliber Main Gun,6inch Mk.XXIII Triple Gun Mount,6inch Mk.XXIII三連裝砲,1
400,533mm 三連装魚雷(53-39型),5,Torpedo,533mm Triple Torpedo Mount (Model 53-39),533mm 三連裝魚雷(53-39型),1
401,Do 17 Z-2,37,Land-based Attack Aircraft,Do 17 Z-2,Do 17 Z-2,1
402,寒冷地装備&甲板要員,29,Aviation Personnel,Arctic Gear & Deck Personnel,寒冷地裝備&甲板要員,1
403,四式重爆 飛龍,37,Land-based Attack Aircraft,Type 4 Heavy Bomber Hiryuu,四式重爆 飛龍,1
404,四式重爆 飛龍(熟練),37,Land-based Attack Aircraft,Type 4 Heavy Bomber Hiryuu (Skilled),四式重爆 飛龍(熟練),1
405,Do 217 E-5+Hs293初期型,37,Land-based Attack Aircraft,Do 217 E-5 + Hs293 Initial Model,Do 217 E-5+Hs293初期型,1
406,Do 217 K-2+Fritz-X,37,Land-based Attack Aircraft,Do 217 K-2 + Fritz-X,Do 217 K-2+Fritz-X,1
407,15.2cm連装砲改二,2,Medium Caliber Main Gun,15.2cm Twin Gun Mount Kai 2,15.2cm連裝砲改二,1
408,装甲艇(AB艇),20,Landing Craft,Soukoutei (Armored Boat Class),裝甲艇(AB艇),1
409,武装大発,20,Landing Craft,Armed Daihatsu,武裝大發,1
410,21号対空電探改二,11,Large Radar,Type 21 Air Radar Kai 2,21號對空電探改二,1
411,42号対空電探改二,11,Large Radar,Type 42 Air Radar Kai 2,42號對空電探改二,1
412,水雷戦隊 熟練見張員,32,Surface Ship Personnel,Torpedo Squadron Skilled Lookouts,水雷戰隊 熟練見張員,1
413,精鋭水雷戦隊 司令部,28,Command Facility,Elite Torpedo Squadron Command Facility,精鋭水雷戰隊 司令部,1
414,SOC Seagull,10,Reconnaissance Seaplane,SOC Seagull,SOC Seagull,1
415,SO3C Seamew改,10,Reconnaissance Seaplane,SO3C Seamew Kai,SO3C Seamew改,1
416,零式艦戦21型(台南空),38,Land-based Fighter,Type 0 Fighter Model 21 (Tainan Air Group),零式艦戰21型(臺南空),1
417,零式艦戦32型(台南空),38,Land-based Fighter,Type 0 Fighter Model 32 (Tainan Air Group),零式艦戰32型(臺南空),1
418,零式艦戦22型(251空),38,Land-based Fighter,Type 0 Fighter Model 22 (251 Air Group),零式艦戰22型(251空),1
419,SBD-5,7,Carrier-based Dive Bomber,SBD-5,SBD-5,1
420,SB2C-3,7,Carrier-based Dive Bomber,SB2C-3,SB2C-3,1
421,SB2C-5,7,Carrier-based Dive Bomber,SB2C-5,SB2C-5,1
422,FR-1 Fireball,6,Carrier-based Fighter,FR-1 Fireball,FR-1 Fireball,1
423,Fulmar(戦闘偵察/熟練),9,Carrier-based Reconnaissance Aircraft,Fulmar (Reconnaissance Fighter/Skilled),Fulmar(戰鬭偵察/熟練),1
424,Barracuda Mk.II,8,Carrier-based Torpedo Bomber,Barracuda Mk.II,Barracuda Mk.II,1
425,Barracuda Mk.III,8,Carrier-based Torpedo Bomber,Barracuda Mk.III,Barracuda Mk.III,1
426,305mm/46 連装砲,3,Large Caliber Main Gun,305mm/46 Twin Gun Mount,305mm/46 連裝砲,1
427,305mm/46 三連装砲,3,Large Caliber Main Gun,305mm/46 Triple Gun Mount,305mm/46 三連裝砲,1
428,320mm/44 連装砲,3,Large Caliber Main Gun,320mm/44 Twin Gun Mount,320mm/44 連裝砲,1
429,320mm/44 三連装砲,3,Large Caliber Main Gun,320mm/44 Triple Gun Mount,320mm/44 三連裝砲,1
430,65mm/64 単装速射砲改,16,Secondary Gun,65mm/64 Single Rapid Fire Gun Mount Kai,65mm/64 單裝速射砲改,1
431,SM.79,37,Land-based Attack Aircraft,SM.79,SM.79,1
432,SM.79 bis,37,Land-based Attack Aircraft,SM.79 bis,SM.79 bis,1
433,SM.79 bis(熟練),37,Land-based Attack Aircraft,SM.79 bis (Skilled),SM.79 bis(熟練),1
434,Corsair Mk.II,6,Carrier-based Fighter,Corsair Mk.II,Corsair Mk.II,1
435,Corsair Mk.II(Ace),6,Carrier-based Fighter,Corsair Mk.II (Ace),Corsair Mk.II(Ace),1
436,大発動艇(II号戦車/北アフリカ仕様),20,Landing Craft,Daihatsu Landing Craft (Panzer II/North African Specification),,1
437,試製 陣風,6,Carrier-based Fighter,Prototype Jinpuu,試製 陣風,1
438,三式水中探信儀改,18,Small Sonar,Type 3 Active Sonar Kai,三式水中探信儀改,1
439,Hedgehog(初期型),17,Depth Charge,Hedgehog (Initial Model),Hedgehog(初期型),1
440,21inch艦首魚雷発射管6門(初期型),5,Submarine Torpedo,21inch 6-tube Bow Torpedo Launcher (Initial Model),21inch艦首魚雷發射管6門(初期型),1
441,21inch艦首魚雷発射管6門(後期型),5,Submarine Torpedo,21inch 6-tube Bow Torpedo Launcher (Late Model),21inch艦首魚雷發射管6門(後期型),1
442,潜水艦後部魚雷発射管4門(初期型),5,Submarine Torpedo,Submarine 4-tube Stern Torpedo Launcher (Initial Model),潛水艦後部魚雷發射管4門(初期型),1
443,潜水艦後部魚雷発射管4門(後期型),5,Submarine Torpedo,Submarine 4-tube Stern Torpedo Launcher (Late Model),潛水艦後部魚雷發射管4門(後期型),1
444,四式重爆 飛龍+イ号一型甲 誘導弾,37,Land-based Attack Aircraft,Type 4 Heavy Bomber Hiryuu + No.1 Model 1A Guided Missile,,1
445,二式複戦 屠龍,44,Land-based Fighter,Type 2 Two-seat Fighter Toryuu,二式複戰 屠龍,1
446,二式複戦 屠龍 丙型,44,Land-based Fighter,Type 2 Two-seat Fighter Toryuu Model C,二式複戰 屠龍 丙型,1
447,零式艦戦64型(複座KMX搭載機),7,Carrier-based Dive Bomber,Type 0 Fighter Model 64 (Two-seat w/ KMX),零式艦戰64型(複座KMX搭載機),1
449,特大発動艇+一式砲戦車,20,Landing Craft,Toku Daihatsu Landing Craft + Type 1 Gun Tank,特大發動艇+一式砲戰車,1
450,13号対空電探改(後期型),11,Small Radar,Type 13 Air Radar Kai (Late Model),13號對空電探改(後期型),1
451,三式指揮連絡機改,22,Anti-submarine Patrol Aircraft,Type 3 Command Liaison Aircraft Kai,三式指揮聯絡機改,1
452,キ96,44,Land-based Fighter,Ki-96,,1
453,キ102乙,48,Land-based Attack Aircraft,Ki-102 B,,1
454,キ102乙改+イ号一型乙 誘導弾,48,Land-based Attack Aircraft,Ki-102 B Kai + No.1 Model 1B Guided Missile,,1
455,試製 長12.7cm連装砲A型改四,1,Small Caliber Main Gun,Prototype Long-barrel 12.7cm Twin Gun Mount Model A Kai 4,試製 長12.7cm連裝砲A型改四,1
456,SG レーダー(後期型),11,Small Radar,SG Radar (Late Model),,1
457,後期型艦首魚雷(4門),5,Submarine Torpedo,Late Model Bow Torpedo Mount (4 tubes),後期型艦首魚雷(4門),1
458,後期型電探&逆探+シュノーケル装備,42,Submarine Equipment,Late Model Radar & Passive Radiolocator + Snorkel Equipment,,1
459,B-25,37,Land-based Attack Aircraft,B-25,B-25,1
460,15m二重測距儀改+21号電探改二+熟練射撃指揮所,11,Large Radar (II),15m Duplex Rangefinder Kai + Type 21 Radar Kai 2 + Skilled Fire Direction Center,15m二重測距儀改+21號電探改二+熟練射擊指揮所,1
461,熟練聴音員+後期型艦首魚雷(4門),5,Submarine Torpedo,Skilled Sonar Personnel + Late Model Bow Torpedo Mount (4 tubes),熟練聽音員+後期型艦首魚雷(4門),1
463,15.5cm三連装副砲改二,4,Secondary Gun,15.5cm Triple Secondary Gun Mount Kai 2,15.5cm三連裝副砲改二,1
464,10cm連装高角砲群 集中配備,16,Secondary Gun,10cm Twin High-angle Gun Mount Battery Concentrated Deployment,10cm連裝高角砲群 集中配備,1
465,試製51cm三連装砲,3,Large Caliber Main Gun (II),Prototype 51cm Triple Gun Mount,試製51cm三連裝砲,1
466,流星改(熟練),8,Carrier-based Torpedo Bomber,Ryuusei Kai (Skilled),流星改(熟練),1
467,5inch連装砲(副砲配置) 集中配備,16,Secondary Gun (II),5inch Twin Gun Mount (Secondary Armament) Concentrated Deployment,5inch連裝砲(副砲配置) 集中配備,1
468,38cm四連装砲改 deux,3,Large Caliber Main Gun,38cm Quadruple Gun Mount Kai Deux,38cm四連裝砲改 deux,1
469,零式水上偵察機11型乙改(夜偵),50,Reconnaissance Seaplane,Type 0 Reconnaissance Seaplane Model 11B Kai (Night Recon),零式水上偵察機11型乙改(夜偵),1
470,12.7cm連装砲C型改三,1,Small Caliber Main Gun,12.7cm Twin Gun Mount Model C Kai 3,12.7cm連裝砲C型改三,1
471,Loire 130M,50,Reconnaissance Seaplane,Loire 130M,Loire 130M,1
472,Mk.32 対潜魚雷(Mk.2落射機),17,Depth Charge,Mk.32 ASW Torpedo (Mk.2 Thrower),Mk.32 對潛魚雷(Mk.2落射機),1
473,F4U-2 Night Corsair,45,Carrier-based Fighter,F4U-2 Night Corsair,F4U-2 Night Corsair,1
474,F4U-4,7,Carrier-based Dive Bomber,F4U-4,F4U-4,1
