line_id,dex,stage,master_id,name_ja,yomi_ja,stype_ja,wiki_class,wiki_type_abbr,name_en,name_tw
17,91,1,225,陽炎改,かげろう,駆逐艦,Kagerou #1,DD,Kagerou Kai,陽炎改
17,91,2,566,陽炎改二,かげろう,駆逐艦,Kagerou #1,DD,Kagerou Kai Ni,陽炎改二
18,92,0,18,不知火,しらぬい,駆逐艦,Kagerou #2,DD,Shiranui,不知火
18,92,1,226,不知火改,しらぬい,駆逐艦,Kagerou #2,DD,Shiranui Kai,不知火改
18,92,2,567,不知火改二,しらぬい,駆逐艦,Kagerou #2,DD,Shiranui Kai Ni,不知火改二
19,93,0,19,黒潮,くろしお,駆逐艦,Kagerou #3,DD,Kuroshio,黑潮
19,93,1,227,黒潮改,くろしお,駆逐艦,Kagerou #3,DD,Kuroshio Kai,黑潮改
19,93,2,568,黒潮改二,くろしお,駆逐艦,Kagerou #3,DD,Kuroshio Kai Ni,黑潮改二
74,94,0,74,祥鳳,しょうほう,軽空母,Shouhou #1,CVL,Shouhou,祥鳳
74,94,1,282,祥鳳改,しょうほう,軽空母,Shouhou #1,CVL,Shouhou Kai,祥鳳改
110,106,0,110,翔鶴,しょうかく,正規空母,Shoukaku #1,CV,Shoukaku,翔鶴
110,106,1,288,翔鶴改,しょうかく,正規空母,Shoukaku #1,CV,Shoukaku Kai,翔鶴改
110,106,2,461,翔鶴改二,しょうかく,正規空母,Shoukaku #1,CV,Shoukaku Kai Ni,翔鶴改二
110,106,3,466,翔鶴改二甲,しょうかく,装甲空母,Shoukaku #1,CVB,Shoukaku Kai Ni A,翔鶴改二甲
111,107,0,111,瑞鶴,ずいかく,正規空母,Shoukaku #2,CV,Zuikaku,瑞鶴
111,107,1,112,瑞鶴改,ずいかく,正規空母,Shoukaku #2,CV,Zuikaku Kai,瑞鶴改
111,107,2,462,瑞鶴改二,ずいかく,正規空母,Shoukaku #2,CV,Zuikaku Kai Ni,瑞鶴改二
111,107,3,467,瑞鶴改二甲,ずいかく,装甲空母,Shoukaku #2,CVB,Zuikaku Kai Ni A,瑞鶴改二甲
113,109,0,113,鬼怒,きぬ,軽巡洋艦,Nagara #5,CL,Kinu,鬼怒
113,109,1,289,鬼怒改,きぬ,軽巡洋艦,Nagara #5,CL,Kinu Kai,鬼怒改
113,109,2,487,鬼怒改二,きぬ,軽巡洋艦,Nagara #5,CL,Kinu Kai Ni,鬼怒改二
114,110,0,114,阿武隈,あぶくま,軽巡洋艦,Nagara #6,CL,Abukuma,阿武隈
114,110,1,290,阿武隈改,あぶくま,軽巡洋艦,Nagara #6,CL,Abukuma Kai,阿武隈改
114,110,2,200,阿武隈改二,あぶくま,軽巡洋艦,Nagara #6,CL,Abukuma Kai Ni,阿武隈改二
115,111,0,115,夕張,ゆうばり,軽巡洋艦,Yuubari #1,CL,Yuubari,夕張
115,111,1,293,夕張改,ゆうばり,軽巡洋艦,Yuubari #1,CL,Yuubari Kai,夕張改
115,111,2,622,夕張改二,ゆうばり,軽巡洋艦,Yuubari #1,CL,Yuubari Kai Ni,夕張改二
115,111,3,623,夕張改二特,ゆうばり,軽巡洋艦,Yuubari #1,CL,Yuubari Kai Ni Toku,夕張改二特
115,111,4,624,夕張改二丁,ゆうばり,軽巡洋艦,Yuubari #1,CL,Yuubari Kai Ni D,夕張改二丁
116,112,0,116,瑞鳳,ずいほう,軽空母,Shouhou #2,CVL,Zuihou,瑞鳳
116,112,1,117,瑞鳳改,ずいほう,軽空母,Shouhou #2,CVL,Zuihou Kai,瑞鳳改
116,112,2,555,瑞鳳改二,ずいほう,軽空母,Shouhou #2,CVL,Zuihou Kai Ni,瑞鳳改二
116,112,3,560,瑞鳳改二乙,ずいほう,軽空母,Shouhou #2,CVL,Zuihou Kai Ni B,瑞鳳改二乙
120,116,0,120,三隈,みくま,重巡洋艦,Mogami #2,CA,Mikuma,三隈
120,116,1,121,三隈改,みくま,航空巡洋艦,Mogami #2,CAV,Mikuma Kai,三隈改
120,116,2,502,三隈改二,みくま,航空巡洋艦,Mogami #2,CAV,Mikuma Kai Ni,三隈改二
120,116,3,507,三隈改二特,みくま,水上機母艦,Mogami #2,AV,Mikuma Kai Ni Toku,三隈改二特
190,118,0,190,初風,はつかぜ,駆逐艦,Kagerou #7,DD,Hatsukaze,初風
190,118,1,300,初風改,はつかぜ,駆逐艦,Kagerou #7,DD,Hatsukaze Kai,初風改
122,119,0,122,舞風,まいかぜ,駆逐艦,Kagerou #18,DD,Maikaze,舞風
122,119,1,294,舞風改,まいかぜ,駆逐艦,Kagerou #18,DD,Maikaze Kai,舞風改
123,120,0,123,衣笠,きぬがさ,重巡洋艦,Aoba #2,CA,Kinugasa,衣笠
123,120,1,295,衣笠改,きぬがさ,重巡洋艦,Aoba #2,CA,Kinugasa Kai,衣笠改
123,120,2,142,衣笠改二,きぬがさ,重巡洋艦,Aoba #2,CA,Kinugasa Kai Ni,衣笠改二
191,123,0,191,伊19,い19,潜水艦,Junsen Type B #3,SS,I-19,伊19
191,123,1,401,伊19改,い19,潜水空母,Junsen Type B #3,SSV,I-19 Kai,伊19改
124,124,0,124,鈴谷,すずや,重巡洋艦,Mogami #3,CA,Suzuya,鈴谷
124,124,1,129,鈴谷改,すずや,航空巡洋艦,Mogami #3,CAV,Suzuya Kai,鈴谷改
124,124,2,503,鈴谷改二,すずや,航空巡洋艦,Mogami #3,CAV,Suzuya Kai Ni,鈴谷改二
124,124,3,508,鈴谷航改二,すずや,軽空母,Mogami #3,CVL,Suzuya Kou Kai Ni,鈴谷航改二
125,125,0,125,熊野,くまの,重巡洋艦,Mogami #4,CA,Kumano,熊野
125,125,1,130,熊野改,くまの,航空巡洋艦,Mogami #4,CAV,Kumano Kai,熊野改
125,125,2,504,熊野改二,くまの,航空巡洋艦,Mogami #4,CAV,Kumano Kai Ni,熊野改二
125,125,3,509,熊野航改二,くまの,軽空母,Mogami #4,CVL,Kumano Kou Kai Ni,熊野航改二
126,126,0,126,伊168,い168,潜水艦,Kaidai Type VI #1,SS,I-168,伊168
126,126,1,398,伊168改,い168,潜水艦,Kaidai Type VI #1,SS,I-168 Kai,伊168改
127,127,0,127,伊58,い58,潜水艦,Junsen Type B Kai Ni #3,SS,I-58,伊58
127,127,1,399,伊58改,い58,潜水空母,Junsen Type B Kai Ni #3,SSV,I-58 Kai,伊58改
128,128,0,128,伊8,い8,潜水艦,Junsen Type 3 #2,SS,I-8,伊8
128,128,1,400,伊8改,い8,潜水空母,Junsen Type 3 #2,SSV,I-8 Kai,伊8改
131,131,0,131,大和,やまと,戦艦,Yamato #1,BB,Yamato,大和
131,131,1,136,大和改,やまと,戦艦,Yamato #1,BB,Yamato Kai,大和改
131,131,2,911,大和改二,やまと,戦艦,Yamato #1,FBB,Yamato Kai Ni,大和改二
131,131,3,916,大和改二重,やまと,航空戦艦,Yamato #1,BBV,Yamato Kai Ni Juu,大和改二重
132,132,0,132,秋雲,あきぐも,駆逐艦,Kagerou #19,DD,Akigumo,秋雲
132,132,1,301,秋雲改,あきぐも,駆逐艦,Kagerou #19,DD,Akigumo Kai,秋雲改
132,132,2,648,秋雲改二,あきぐも,駆逐艦,Kagerou #19,DD,Akigumo Kai Ni,秋雲改二
133,133,0,133,夕雲,ゆうぐも,駆逐艦,Yuugumo #1,DD,Yuugumo,夕雲
133,133,1,302,夕雲改,ゆうぐも,駆逐艦,Yuugumo #1,DD,Yuugumo Kai,夕雲改
133,133,2,542,夕雲改二,ゆうぐも,駆逐艦,Yuugumo #1,DD,Yuugumo Kai Ni,夕雲改二
134,134,0,134,巻雲,まきぐも,駆逐艦,Yuugumo #2,DD,Makigumo,卷雲
134,134,1,303,巻雲改,まきぐも,駆逐艦,Yuugumo #2,DD,Makigumo Kai,卷雲改
134,134,2,563,巻雲改二,まきぐも,駆逐艦,Yuugumo #2,DD,Makigumo Kai Ni,卷雲改二
135,135,0,135,長波,ながなみ,駆逐艦,Yuugumo #4,DD,Naganami,長波
135,135,1,304,長波改,ながなみ,駆逐艦,Yuugumo #4,DD,Naganami Kai,長波改
135,135,2,543,長波改二,ながなみ,駆逐艦,Yuugumo #4,DD,Naganami Kai Ni,長波改二
135,135,3,743,長波改二補,ながなみ,駆逐艦,Yuugumo #4,DD,Naganami Kai Ni Ho,長波改二補
137,137,0,137,阿賀野,あがの,軽巡洋艦,Agano #1,CL,Agano,阿賀野
137,137,1,305,阿賀野改,あがの,軽巡洋艦,Agano #1,CL,Agano Kai,阿賀野改
138,138,0,138,能代,のしろ,軽巡洋艦,Agano #2,CL,Noshiro,能代
138,138,1,306,能代改,のしろ,軽巡洋艦,Agano #2,CL,Noshiro Kai,能代改
138,138,2,662,能代改二,のしろ,軽巡洋艦,Agano #2,CL,Noshiro Kai Ni,能代改二
139,139,0,139,矢矧,やはぎ,軽巡洋艦,Agano #3,CL,Yahagi,矢矧
139,139,1,307,矢矧改,やはぎ,軽巡洋艦,Agano #3,CL,Yahagi Kai,矢矧改
139,139,2,663,矢矧改二,やはぎ,軽巡洋艦,Agano #3,CL,Yahagi Kai Ni,矢矧改二
139,139,3,668,矢矧改二乙,やはぎ,軽巡洋艦,Agano #3,CL,Yahagi Kai Ni B,矢矧改二乙
140,140,0,140,酒匂,さかわ,軽巡洋艦,Agano #4,CL,Sakawa,酒匂
140,140,1,314,酒匂改,さかわ,軽巡洋艦,Agano #4,CL,Sakawa Kai,酒匂改
143,143,0,143,武蔵,むさし,戦艦,Yamato #2,BB,Musashi,武藏
143,143,1,148,武蔵改,むさし,戦艦,Yamato #2,BB,Musashi Kai,武藏改
143,143,2,546,武蔵改二,むさし,戦艦,Yamato #2,BB,Musashi Kai Ni,武藏改二
153,153,0,153,大鳳,たいほう,装甲空母,Taihou #1,CVB,Taihou,大鳳
153,153,1,156,大鳳改,たいほう,装甲空母,Taihou #1,CVB,Taihou Kai,大鳳改
154,154,0,154,香取,かとり,練習巡洋艦,Katori #1,CT,Katori,香取
154,154,1,343,香取改,かとり,練習巡洋艦,Katori #1,CT,Katori Kai,香取改
155,155,0,155,伊401,い401,潜水空母,Sentoku Type (I-400 Class Submarine) #2,SSV,I-401,伊401
155,155,1,403,伊401改,い401,潜水空母,Sentoku Type (I-400 Class Submarine) #2,SSV,I-401 Kai,伊401改
161,161,0,161,あきつ丸,あきつまる,揚陸艦,Special Purpose Ship Type C #1,LHA,Akitsu Maru,秋津丸
161,161,1,166,あきつ丸改,あきつまる,揚陸艦,Special Purpose Ship Type C #1,LHA,Akitsu Maru Kai,秋津丸改
162,162,0,162,神威,かもい,補給艦,Kamoi #1,AO,Kamoi,神威
162,162,1,499,神威改,かもい,水上機母艦,Kamoi #1,AV,Kamoi Kai,神威改
162,162,2,500,神威改母,かもい,補給艦,Kamoi #1,AO,Kamoi Kai Bo,神威改母
163,163,0,163,まるゆ,まるゆ,潜水艦,Type 3 Submergence Transport Vehicle #1,SS,Maruyu,丸優
163,163,1,402,まるゆ改,まるゆ,潜水艦,Type 3 Submergence Transport Vehicle #1,SS,Maruyu Kai,丸優改
164,164,0,164,弥生,やよい,駆逐艦,Mutsuki #3,DD,Yayoi,彌生
164,164,1,308,弥生改,やよい,駆逐艦,Mutsuki #3,DD,Yayoi Kai,彌生改
165,165,0,165,卯月,うづき,駆逐艦,Mutsuki #4,DD,Uzuki,卯月
165,165,1,309,卯月改,うづき,駆逐艦,Mutsuki #4,DD,Uzuki Kai,卯月改
167,167,0,167,磯風,いそかぜ,駆逐艦,Kagerou #12,DD,Isokaze,磯風
167,167,1,320,磯風改,いそかぜ,駆逐艦,Kagerou #12,DD,Isokaze Kai,磯風改
167,167,2,557,磯風乙改,いそかぜ,駆逐艦,Kagerou #12,DD,Isokaze B Kai,磯風乙改
168,168,0,168,浦風,うらかぜ,駆逐艦,Kagerou #11,DD,Urakaze,浦風
168,168,1,317,浦風改,うらかぜ,駆逐艦,Kagerou #11,DD,Urakaze Kai,浦風改
168,168,2,556,浦風丁改,うらかぜ,駆逐艦,Kagerou #11,DD,Urakaze D Kai,浦風丁改
169,169,0,169,谷風,たにかぜ,駆逐艦,Kagerou #14,DD,Tanikaze,谷風
169,169,1,313,谷風改,たにかぜ,駆逐艦,Kagerou #14,DD,Tanikaze Kai,谷風改
169,169,2,559,谷風丁改,たにかぜ,駆逐艦,Kagerou #14,DD,Tanikaze D Kai,谷風丁改
170,170,0,170,浜風,はまかぜ,駆逐艦,Kagerou #13,DD,Hamakaze,濱風
170,170,1,312,浜風改,はまかぜ,駆逐艦,Kagerou #13,DD,Hamakaze Kai,濱風改
170,170,2,558,浜風乙改,はまかぜ,駆逐艦,Kagerou #13,DD,Hamakaze B Kai,濱風乙改
171,171,0,171,Bismarck,ビスマルク,戦艦,Bismarck #1,FBB,Bismarck,俾斯麥
171,171,1,172,Bismarck改,ビスマルク,戦艦,Bismarck #1,FBB,Bismarck Kai,俾斯麥改
171,171,2,173,Bismarck zwei,ビスマルク,戦艦,Bismarck #1,FBB,Bismarck Zwei,俾斯麥改二
171,171,3,178,Bismarck drei,ビスマルク,戦艦,Bismarck #1,FBB,Bismarck Drei,俾斯麥改三
174,174,0,174,Z1,レーベレヒト・マース,駆逐艦,Z1 #1,DD,Z1,Z1
174,174,1,310,Z1改,レーベレヒト・マース,駆逐艦,Z1 #1,DD,Z1 Kai,Z1改
174,174,2,179,Z1 zwei,レーベレヒト・マース,駆逐艦,Z1 #1,DD,Z1 Zwei,Z1改二
175,175,0,175,Z3,マックス・シュルツ,駆逐艦,Z1 #3,DD,Z3,Z3
175,175,1,311,Z3改,マックス・シュルツ,駆逐艦,Z1 #3,DD,Z3 Kai,Z3改
175,175,2,180,Z3 zwei,マックス・シュルツ,駆逐艦,Z1 #3,DD,Z3 Zwei,Z3改二
176,176,0,176,Prinz Eugen,プリンツ・オイゲン,重巡洋艦,Admiral Hipper #3,CA,Prinz Eugen,歐根親王
176,176,1,177,Prinz Eugen改,プリンツ・オイゲン,重巡洋艦,Admiral Hipper #3,CA,Prinz Eugen Kai,歐根親王改
181,181,0,181,天津風,あまつかぜ,駆逐艦,Kagerou #9,DD,Amatsukaze,天津風
181,181,1,316,天津風改,あまつかぜ,駆逐艦,Kagerou #9,DD,Amatsukaze Kai,天津風改
181,181,2,951,天津風改二,あまつかぜ,駆逐艦,Kagerou #9,DD,Amatsukaze Kai Ni,天津風改二
182,182,0,182,明石,あかし,工作艦,Akashi #1,AR,Akashi,明石
182,182,1,187,明石改,あかし,工作艦,Akashi #1,AR,Akashi Kai,明石改
183,183,0,183,大淀,おおよど,軽巡洋艦,Ooyodo #1,CL,Ooyodo,大淀
183,183,1,321,大淀改,おおよど,軽巡洋艦,Ooyodo #1,CL,Ooyodo Kai,大淀改
184,184,0,184,大鯨,たいげい・りゅうほう,潜水母艦,Taigei #1,AS,Taigei,大鯨
184,184,1,185,龍鳳,たいげい・りゅうほう,軽空母,Ryuuhou #1,CVL,Ryuuhou,龍鳳
184,184,2,318,龍鳳改,たいげい・りゅうほう,軽空母,Ryuuhou #1,CVL,Ryuuhou Kai,龍鳳改
184,184,3,883,龍鳳改二戊,たいげい・りゅうほう,軽空母,Ryuuhou #1,CVL,Ryuuhou Kai Ni E,龍鳳改二戊
184,184,4,888,龍鳳改二,たいげい・りゅうほう,軽空母,Ryuuhou #1,CVL,Ryuuhou Kai Ni,龍鳳改二
186,186,0,186,時津風,ときつかぜ,駆逐艦,Kagerou #10,DD,Tokitsukaze,時津風
186,186,1,322,時津風改,ときつかぜ,駆逐艦,Kagerou #10,DD,Tokitsukaze Kai,時津風改
404,201,0,404,雲龍,うんりゅう,正規空母,Unryuu #1,CV,Unryuu,雲龍
404,201,1,406,雲龍改,うんりゅう,正規空母,Unryuu #1,CV,Unryuu Kai,雲龍改
331,202,0,331,天城,あまぎ,正規空母,Unryuu #2,CV,Amagi,天城
331,202,1,429,天城改,あまぎ,正規空母,Unryuu #2,CV,Amagi Kai,天城改
332,203,0,332,葛城,かつらぎ,正規空母,Unryuu #3,CV,Katsuragi,葛城
332,203,1,430,葛城改,かつらぎ,正規空母,Unryuu #3,CV,Katsuragi Kai,葛城改
405,205,0,405,春雨,はるさめ,駆逐艦,Shiratsuyu #5,DD,Harusame,春雨
405,205,1,323,春雨改,はるさめ,駆逐艦,Shiratsuyu #5,DD,Harusame Kai,春雨改
405,205,2,975,春雨改二,はるさめ,駆逐艦,Shiratsuyu #5,DD,Harusame Kai Ni,春雨改二
409,209,0,409,早霜,はやしも,駆逐艦,Yuugumo #17,DD,Hayashimo,早霜
409,209,1,324,早霜改,はやしも,駆逐艦,Yuugumo #17,DD,Hayashimo Kai,早霜改
409,209,2,956,早霜改二,はやしも,駆逐艦,Yuugumo #17,DD,Hayashimo Kai Ni,早霜改二
410,210,0,410,清霜,きよしも,駆逐艦,Yuugumo #19,DD,Kiyoshimo,清霜
410,210,1,325,清霜改,きよしも,駆逐艦,Yuugumo #19,DD,Kiyoshimo Kai,清霜改
410,210,2,955,清霜改二,きよしも,駆逐艦,Yuugumo #19,DD,Kiyoshimo Kai Ni,清霜改二
410,210,3,960,清霜改二丁,きよしも,駆逐艦,Yuugumo #19,DD,Kiyoshimo Kai Ni D,清霜改二丁
413,213,0,413,朝雲,あさぐも,駆逐艦,Asashio #5,DD,Asagumo,朝雲
413,213,1,327,朝雲改,あさぐも,駆逐艦,Asashio #5,DD,Asagumo Kai,朝雲改
414,214,0,414,山雲,やまぐも,駆逐艦,Asashio #6,DD,Yamagumo,山雲
414,214,1,328,山雲改,やまぐも,駆逐艦,Asashio #6,DD,Yamagumo Kai,山雲改
415,215,0,415,野分,のわき,駆逐艦,Kagerou #15,DD,Nowaki,野分
415,215,1,329,野分改,のわき,駆逐艦,Kagerou #15,DD,Nowaki Kai,野分改
421,221,0,421,秋月,あきづき,駆逐艦,Akizuki #1,DD,Akizuki,秋月
421,221,1,330,秋月改,あきづき,駆逐艦,Akizuki #1,DD,Akizuki Kai,秋月改
421,221,2,963,秋月改二,あきづき,駆逐艦,Akizuki #1,DD,Akizuki Kai Ni,秋月改二
422,222,0,422,照月,てるづき,駆逐艦,Akizuki #2,DD,Teruzuki,照月
422,222,1,346,照月改,てるづき,駆逐艦,Akizuki #2,DD,Teruzuki Kai,照月改
423,223,0,423,初月,はつづき,駆逐艦,Akizuki #4,DD,Hatsuzuki,初月
423,223,1,357,初月改,はつづき,駆逐艦,Akizuki #4,DD,Hatsuzuki Kai,初月改
423,223,2,968,初月改二,はつづき,駆逐艦,Akizuki #4,DD,Hatsuzuki Kai Ni,初月改二
424,224,0,424,高波,たかなみ,駆逐艦,Yuugumo #6,DD,Takanami,高波
424,224,1,345,高波改,たかなみ,駆逐艦,Yuugumo #6,DD,Takanami Kai,高波改
424,224,2,649,高波改二,たかなみ,駆逐艦,Yuugumo #6,DD,Takanami Kai Ni,高波改二
425,225,0,425,朝霜,あさしも,駆逐艦,Yuugumo #16,DD,Asashimo,朝霜
425,225,1,344,朝霜改,あさしも,駆逐艦,Yuugumo #16,DD,Asashimo Kai,朝霜改
425,225,2,578,朝霜改二,あさしも,駆逐艦,Yuugumo #16,DD,Asashimo Kai Ni,朝霜改二
425,225,3,744,朝霜改二補,あさしも,駆逐艦,Yuugumo #16,DD,Asashimo Kai Ni Ho,朝霜改二補
431,231,0,431,U-511,ゆー511・ろ500,潜水艦,Type IXC U-boat #41,SS,U-511,U-511
431,231,1,334,U-511改,ゆー511・ろ500,潜水艦,Type IXC U-boat #41,SS,U-511 Kai,U-511改
431,231,2,436,呂500,ゆー511・ろ500,潜水艦,Ro-series Submarine #1,SS,Ro-500,呂500
432,232,0,432,Graf Zeppelin,グラーフ・ツェッペリン,正規空母,Graf Zeppelin #1,CV,Graf Zeppelin,齊柏林伯爵
432,232,1,353,Graf Zeppelin改,グラーフ・ツェッペリン,正規空母,Graf Zeppelin #1,CV,Graf Zeppelin Kai,齊柏林伯爵改
433,233,0,433,Saratoga,サラトガ,正規空母,Lexington #2,CV,Saratoga,薩拉托加
433,233,1,438,Saratoga改,サラトガ,正規空母,Lexington #2,CV,Saratoga Kai,薩拉托加改
433,233,2,545,Saratoga Mk.II,サラトガ,正規空母,Lexington #2,CV,Saratoga Mk.II,薩拉托加 Mk.II
433,233,3,550,Saratoga Mk.II Mod.2,サラトガ,装甲空母,Lexington #2,CVB,Saratoga Mk.II Mod.2,薩拉托加 Mk.II Mod.2
439,239,0,439,Warspite,ウォースパイト,戦艦,Queen Elizabeth #2,BB,Warspite,厭戰
439,239,1,364,Warspite改,ウォースパイト,戦艦,Queen Elizabeth #2,BB,Warspite Kai,厭戰改
440,240,0,440,Iowa,アイオワ,戦艦,Iowa #1,FBB,Iowa,愛荷華
440,240,1,360,Iowa改,アイオワ,戦艦,Iowa #1,FBB,Iowa Kai,愛荷華改
441,241,0,441,Littorio,リットリオ・イタリア,戦艦,Vittorio Veneto #2,FBB,Littorio,利托里奧
441,241,1,446,Italia,リットリオ・イタリア,戦艦,Vittorio Veneto #2,FBB,Italia,Italia
442,242,0,442,Roma,ローマ,戦艦,Vittorio Veneto #4,FBB,Roma,羅馬
442,242,1,447,Roma改,ローマ,戦艦,Vittorio Veneto #4,FBB,Roma Kai,羅馬改
443,243,0,443,Libeccio,リベッチオ,駆逐艦,Maestrale #3,DD,Libeccio,西南風
443,243,1,347,Libeccio改,リベッチオ,駆逐艦,Maestrale #3,DD,Libeccio Kai,西南風改
444,244,0,444,Aquila,アクィラ,正規空母,Aquila #1,CV,Aquila,天鷹
444,244,1,365,Aquila改,アクィラ,正規空母,Aquila #1,CV,Aquila Kai,天鷹改
445,245,0,445,秋津洲,あきつしま,水上機母艦,Akitsushima #1,AV,Akitsushima,秋津洲
445,245,1,450,秋津洲改,あきつしま,水上機母艦,Akitsushima #1,AV,Akitsushima Kai,秋津洲改
448,248,0,448,Zara,ザラ,重巡洋艦,Zara #1,CA,Zara,札拉
448,248,1,358,Zara改,ザラ,重巡洋艦,Zara #1,CA,Zara Kai,札拉改
448,248,2,496,Zara due,ザラ,重巡洋艦,Zara #1,CA,Zara Due,札拉改二
449,249,0,449,Pola,ポーラ,重巡洋艦,Zara #3,CA,Pola,波拉
449,249,1,361,Pola改,ポーラ,重巡洋艦,Zara #3,CA,Pola Kai,波拉改
451,251,0,451,瑞穂,みずほ,水上機母艦,Mizuho #1,AV,Mizuho,瑞穗
451,251,1,348,瑞穂改,みずほ,水上機母艦,Mizuho #1,AV,Mizuho Kai,瑞穗改
452,252,0,452,沖波,おきなみ,駆逐艦,Yuugumo #14,DD,Okinami,沖波
452,252,1,359,沖波改,おきなみ,駆逐艦,Yuugumo #14,DD,Okinami Kai,沖波改
452,252,2,569,沖波改二,おきなみ,駆逐艦,Yuugumo #14,DD,Okinami Kai Ni,沖波改二
453,253,0,453,風雲,かざぐも,駆逐艦,Yuugumo #3,DD,Kazagumo,風雲
453,253,1,349,風雲改,かざぐも,駆逐艦,Yuugumo #3,DD,Kazagumo Kai,風雲改
453,253,2,564,風雲改二,かざぐも,駆逐艦,Yuugumo #3,DD,Kazagumo Kai Ni,風雲改二
454,254,0,454,嵐,あらし,駆逐艦,Kagerou #16,DD,Arashi,嵐
454,254,1,354,嵐改,あらし,駆逐艦,Kagerou #16,DD,Arashi Kai,嵐改
455,255,0,455,萩風,はぎかぜ,駆逐艦,Kagerou #17,DD,Hagikaze,萩風
455,255,1,355,萩風改,はぎかぜ,駆逐艦,Kagerou #17,DD,Hagikaze Kai,萩風改
456,256,0,456,親潮,おやしお,駆逐艦,Kagerou #4,DD,Oyashio,親潮
456,256,1,362,親潮改,おやしお,駆逐艦,Kagerou #4,DD,Oyashio Kai,親潮改
456,256,2,670,親潮改二,おやしお,駆逐艦,Kagerou #4,DD,Oyashio Kai Ni,親潮改二
457,257,0,457,山風,やまかぜ,駆逐艦,Shiratsuyu #8,DD,Yamakaze,山風
457,257,1,369,山風改,やまかぜ,駆逐艦,Shiratsuyu #8,DD,Yamakaze Kai,山風改
457,257,2,588,山風改二,やまかぜ,駆逐艦,Shiratsuyu #8,DD,Yamakaze Kai Ni,山風改二
457,257,3,667,山風改二丁,やまかぜ,駆逐艦,Shiratsuyu #8,DD,Yamakaze Kai Ni D,山風改二丁
458,258,0,458,海風,うみかぜ,駆逐艦,Shiratsuyu #7,DD,Umikaze,海風
458,258,1,350,海風改,うみかぜ,駆逐艦,Shiratsuyu #7,DD,Umikaze Kai,海風改
458,258,2,587,海風改二,うみかぜ,駆逐艦,Shiratsuyu #7,DD,Umikaze Kai Ni,海風改二
459,259,0,459,江風,かわかぜ,駆逐艦,Shiratsuyu #9,DD,Kawakaze,江風
459,259,1,351,江風改,かわかぜ,駆逐艦,Shiratsuyu #9,DD,Kawakaze Kai,江風改
459,259,2,469,江風改二,かわかぜ,駆逐艦,Shiratsuyu #9,DD,Kawakaze Kai Ni,江風改二
460,260,0,460,速吸,はやすい,補給艦,Kai Kazahaya #1,AO,Hayasui,速吸
460,260,1,352,速吸改,はやすい,補給艦,Kai Kazahaya #1,AO,Hayasui Kai,速吸改
465,265,0,465,鹿島,かしま,練習巡洋艦,Katori #2,CT,Kashima,鹿島
465,265,1,356,鹿島改,かしま,練習巡洋艦,Katori #2,CT,Kashima Kai,鹿島改
471,271,0,471,神風,かみかぜ,駆逐艦,Kamikaze #1,DD,Kamikaze,神風
471,271,1,476,神風改,かみかぜ,駆逐艦,Kamikaze #1,DD,Kamikaze Kai,神風改
472,272,0,472,朝風,あさかぜ,駆逐艦,Kamikaze #2,DD,Asakaze,朝風
472,272,1,370,朝風改,あさかぜ,駆逐艦,Kamikaze #2,DD,Asakaze Kai,朝風改
473,273,0,473,春風,はるかぜ,駆逐艦,Kamikaze #3,DD,Harukaze,春風
473,273,1,363,春風改,はるかぜ,駆逐艦,Kamikaze #3,DD,Harukaze Kai,春風改
474,274,0,474,松風,まつかぜ,駆逐艦,Kamikaze #4,DD,Matsukaze,松風
474,274,1,371,松風改,まつかぜ,駆逐艦,Kamikaze #4,DD,Matsukaze Kai,松風改
475,275,0,475,旗風,はたかぜ,駆逐艦,Kamikaze #5,DD,Hatakaze,旗風
475,275,1,387,旗風改,はたかぜ,駆逐艦,Kamikaze #5,DD,Hatakaze Kai,旗風改
479,279,0,479,天霧,あまぎり,駆逐艦,Ayanami #5,DD,Amagiri,天霧
479,279,1,390,天霧改,あまぎり,駆逐艦,Ayanami #5,DD,Amagiri Kai,天霧改
479,279,2,903,天霧改二,あまぎり,駆逐艦,Ayanami #5,DD,Amagiri Kai Ni,天霧改二
479,279,3,908,天霧改二丁,あまぎり,駆逐艦,Ayanami #5,DD,Amagiri Kai Ni D,天霧改二丁
480,280,0,480,狭霧,さぎり,駆逐艦,Ayanami #6,DD,Sagiri,狹霧
480,280,1,391,狭霧改,さぎり,駆逐艦,Ayanami #6,DD,Sagiri Kai,狹霧改
481,281,0,481,水無月,みなづき,駆逐艦,Mutsuki #6,DD,Minazuki,水無月
481,281,1,366,水無月改,みなづき,駆逐艦,Mutsuki #6,DD,Minazuki Kai,水無月改
483,283,0,483,伊26,い26,潜水艦,Junsen Type B #7,SS,I-26,伊26
483,283,1,367,伊26改,い26,潜水空母,Junsen Type B #7,SSV,I-26 Kai,伊26改
484,284,0,484,浜波,はまなみ,駆逐艦,Yuugumo #13,DD,Hamanami,濱波
484,284,1,680,浜波改,はまなみ,駆逐艦,Yuugumo #13,DD,Hamanami Kai,濱波改
484,284,2,983,浜波改二,はまなみ,駆逐艦,Yuugumo #13,DD,Hamanami Kai Ni,濱波改二
485,285,0,485,藤波,ふじなみ,駆逐艦,Yuugumo #11,DD,Fujinami,藤波
485,285,1,373,藤波改,ふじなみ,駆逐艦,Yuugumo #11,DD,Fujinami Kai,藤波改
